,text,labels
5921,Ithaca College alumnus to replace Diane Sawyer,"[0, 1, 0]"
5922,Aretha Franklin celebrates star-studded birthday,"[0, 1, 0]"
5923,"University bars employees from using Uber, Lyft","[1, 0, 0]"
5924,Analysts Do Not See A Shrinking PC Market As Had Been Projected,"[0, 0, 1]"
5925,Reports: Mila Kunis is pregnant,"[0, 1, 0]"
5926,Airbus Builds Mars Rover Simulation Facility in the UK,"[0, 0, 1]"
5927,Cyberattack Prompts eBay To Warn Users To Change Passwords,"[0, 0, 1]"
5928,The whole world inexplicably loves Captain America,"[0, 1, 0]"
5929,Net Neutrality Activists Prepare for Day of Action as Pressure Mounts Against the  ...,"[0, 0, 1]"
5930,Apple close to buying Beats Electronics for $3.2 bn,"[0, 0, 1]"
5931,Lions Gate Entertainment,"[0, 1, 0]"
5932,Joss Whedon's New Movie 'In Your Eyes' Available Online,"[0, 1, 0]"
5933,You Can Pre-Order Samsung's New $700 4K Monitor Right Now,"[0, 0, 1]"
5934,Microsoft says it has not violated law,"[0, 0, 1]"
5935,BNZ first-half profit rises 3.4 per cent,"[1, 0, 0]"
5936,Lawmakers Up Against March 31 'Doc Fix' Deadline,"[1, 0, 0]"
5937,"Weekend news round-up: Cook blossoms at Apple, fresh princes of Tech Air","[0, 0, 1]"
5938,Credit Card Information Stolen: California DMV Targeted,"[1, 0, 0]"
5939,Some Mozilla employees ask CEO to resign for his support of Prop 8,"[0, 0, 1]"
5940,Yahoo News Digest arrives on Android and launches an international edition,"[0, 0, 1]"
5941,"Allergan rejects Valeant's 'cut and slash' model, nixes hostile bid","[1, 0, 0]"
5942,Zebra Technologies to buy Motorola Solutions unit for $3.45B,"[1, 0, 0]"
5943,Microsoft to launch Xbox One in China this September,"[0, 0, 1]"
5944,Scientists Successfully Expand the Genetic Alphabet,"[0, 0, 1]"
5945,Lululemon Athletica inc. Price Target Cut to $69.00 by Analysts at Canaccord  ...,"[1, 0, 0]"
5946,China central bank to get tough on shadow financing,"[1, 0, 0]"
5947,"Ronald McDonald debuts new look, Twitter presence","[1, 0, 0]"
5948,Samsung reorganizes design team after Galaxy S5 gets slammed,"[0, 0, 1]"
5949,"YouTube's New Creator Tools Include Donations, Fan-Submitted Subtitles, And  ...","[0, 0, 1]"
5950,European Bonds Jump as Fed Outlook on Rates Enhances ECB Support,"[1, 0, 0]"
5951,Samsung Galaxy S5 Heading to C Spire in May,"[0, 0, 1]"
5952,"Google Revenue Falls Short of Estimates, Ad Prices Drop","[1, 0, 0]"
5953,At Flagship Cinemas Wareham: 'Transcendence' is a smart sci-fi action film,"[0, 1, 0]"
5954,Ahead of the Bell: US Unemployment Benefits,"[1, 0, 0]"
5955,Stephen Colbert faces a different late night than when Dave Letterman started,"[0, 1, 0]"
5956,Maleficent Unveils Her Wings in New Banner and Trailer,"[0, 1, 0]"
5957,IMF cuts world growth on concerns,"[1, 0, 0]"
5958,Digital bill of rights urged,"[0, 0, 1]"
5959,Fox News Hosts to Interview Hillary Clinton,"[1, 0, 0]"
5960,Modi's Facebook page fastest growing for any elected leader,"[0, 0, 1]"
5961,Did Tony Soprano die at the end of 'Sopranos'?,"[0, 1, 0]"
5962,Apple's new operating system may just be way of playing catch up to competitors,"[0, 0, 1]"
5963,Fired Symantec CEO may get $18.5 million in severance payment,"[1, 0, 0]"
5964,'Heathers' musical opens in New York following LA run,"[0, 1, 0]"
5965,Asian shares sink after fresh Wall St losses,"[1, 0, 0]"
5966,Atlas V rocket set to launch Thursday from Space Coast,"[0, 0, 1]"
5967,Low inflation keeping financial conditions tight - ECB's Noyer,"[1, 0, 0]"
5968,Eurozone banks must choke up millions for supervision,"[1, 0, 0]"
5969,A Brave New Crypto World,"[1, 0, 0]"
5970,"Passenger satisfaction survey dings United, Southwest","[1, 0, 0]"
5971,"'Mad Men' Season 7, Episode 6 recap: Peggy asks Don for help","[0, 1, 0]"
5972,Annual inflation rate hits BoC target at 2%,"[1, 0, 0]"
5973,Business Newsreel,"[1, 0, 0]"
5974,Astronauts Review Robotics as Cygnus Closes in on Station,"[0, 0, 1]"
5975,BlackBerry buffs up security credentials with Secusmart deal 0,"[0, 0, 1]"
5976,Fast-food workers threaten global wage protests next week,"[1, 0, 0]"
5977,Confirmed: Halo 5 won't be developed for Xbox 360,"[0, 0, 1]"
5978,France calls potential $10bn US fine for BNP Paribas unreasonable,"[1, 0, 0]"
5979,"Scott Asheton, founding member of Iggy Pop's Iggy and the Stooges, dies","[0, 1, 0]"
5980,Film Review: 'Muppets Most Wanted',"[0, 1, 0]"
5981,SunTrust Mortgage settlement could involve 243 New Mexico borrowers,"[1, 0, 0]"
5982,Barclays hires in equities sales trading amid IB reorg,"[1, 0, 0]"
5983,Graduates face default when co-signers die or go bankrupt,"[1, 0, 0]"
5984,Amazon Prime Music streaming service launches in the US,"[0, 1, 0]"
5985,Amazon Appstore selection nearly triples year-over-year,"[0, 0, 1]"
5986,Iran oil exports rise to 1.2m barrels/day,"[1, 0, 0]"
5987,Josh Murray: 5 Things to Know About Bachelorette Andi Dorfman's Fiance,"[0, 1, 0]"
5988,First Close-up Look At Dane DeHaan As Green Goblin In Amazing Spider-man 2,"[0, 1, 0]"
5989,Fight 370: Satellite shows dozens of floating objects,"[1, 0, 0]"
5990,Apple's new iPhones head for assembly lines next month: sources,"[0, 0, 1]"
5991,Photos and Videos,"[0, 1, 0]"
5992,"Google Glass Goes Fashionable with Ray-Ban, Oakley Deal","[0, 0, 1]"
5993,Heartboned: Why Google needs to reclaim Android updates,"[0, 0, 1]"
5994,Hollywood's A-List Snub Kim Kardashian,"[0, 1, 0]"
5995,Another Government Agency Says It Lost Emails Subpoenaed by Congress,"[1, 0, 0]"
5996,'Peanuts' 3D Movie Gets Teaser Trailer (VIDEO),"[0, 1, 0]"
5997,Is the Internet doomed? Yes. And no.,"[0, 0, 1]"
5998,We Turned The Saddest Lines On Robin Thicke's Album Into The Saddest Poem  ...,"[0, 1, 0]"
5999,"Google, Facebook, other tech firms pledge millions to prevent another Heartbleed","[0, 0, 1]"
6000,Futures Pointing To Early Weakness On Wall Street,"[1, 0, 0]"
6001,Austin MotoGP: Bradl hopeful of rostrum bid in Texas,"[0, 0, 1]"
6002,Marquez breaks own lap record to qualify on pole at Circuit of the Americas,"[0, 0, 1]"
6003,King Digital UpgradedTo Overweight On Game Diversification AAPL,"[1, 0, 0]"
6004,Brody Jenner Reveals The Real Reason He Is Skipping Kim Kardashian's  ...,"[0, 1, 0]"
6005,Police procedural has demonic twist,"[0, 1, 0]"
6006,Hackers the new headache for corporate chief executives,"[1, 0, 0]"
6007,'Star Wars: Episode VII' Filming Begins: Adam Driver to Play Hans Solo and  ...,"[0, 1, 0]"
6008,Rumor: Manhattan to be home of first Google retail store,"[0, 0, 1]"
6009,Vodafone to acquire Cobra Automotive for euro 145 mln,"[1, 0, 0]"
6010,"Apple 2Q Results Blow Past Views; Ups Div, Declares Stock Split","[0, 0, 1]"
6011,Quicksilver Will Get Much Bigger Role In X-Men: Apocalypse,"[0, 1, 0]"
6012,"PetroChina, Utilities Stand to Gain From Russia Gas Deal (1)","[1, 0, 0]"
6013,'Orange Is the New Black' renewed for Season 3 before Season 2 premiere,"[0, 1, 0]"
6014,Chadwick Boseman as James Brown in Get On Up. (Courtesy),"[0, 1, 0]"
6015,"Major oil, gas firm to list fracking chemicals","[1, 0, 0]"
6016,Markets hold breath as China's shadow banking grinds to a halt,"[1, 0, 0]"
6017,Documents Detail Another GM Recall Delay,"[0, 0, 1]"
6018,Angelina Jolie gets prize almost as good as Oscar,"[0, 1, 0]"
6019,Rolling Stones scrap show after L'Wren Scott death,"[0, 1, 0]"
6020,Lizard Squad: Who Is the Group Claiming Responsibility for High Profile Hacks?,"[0, 0, 1]"
6021,Graco Recalls 1.9M Harness Buckles on Infant Car Seats,"[0, 0, 1]"
6022,Report: “Mrs. Doubtfire” Sequel in the Works,"[0, 1, 0]"
6023,Miley Cyrus Rants About Ex-Boyfriend During Concert,"[0, 1, 0]"
6024,Kim Kardashian Wears Curve-Hugging White Rope Dress in Cannes: Picture,"[0, 1, 0]"
6025,Upgrade Samsung Galaxy Note 3 to Android 4.4.2 KitKat OS Tutorial,"[0, 0, 1]"
6026,"General Motors names new top spokesman Cervone, turning to old hand","[1, 0, 0]"
6027,Apple close to making its biggest ever acquisition,"[0, 0, 1]"
6028,Nokia HERE Maps may come to Android and iOS,"[0, 0, 1]"
6029,Activity in global economy less than expected,"[1, 0, 0]"
6030,Antsy residents in Illinois and Indiana set to travel for Memorial Day,"[1, 0, 0]"
6031,Gold prices rise,"[1, 0, 0]"
6032,French Montana - How Many Women DOES He Have?,"[0, 1, 0]"
6033,Delaware and Maryland governors want answers from Pfizer,"[1, 0, 0]"
6034,White House: Health law signups over 6 million,"[1, 0, 0]"
6035,Google's future phone: The customizable Ara,"[0, 0, 1]"
6036,"First on CNBC Transcript: Antony Jenkins, CEO, Barclays, Speaks With CNBC's  ...","[1, 0, 0]"
6037,Teen Twitter Terrorist Threat Trend Shakes Airlines,"[0, 1, 0]"
6038,Shattered: Underwater living has a new record,"[0, 0, 1]"
6039,WWE Network Adding Payment Options Including No Commitment,"[0, 0, 1]"
6040,US Stocks Seen Opening Higher After Thursday Drop as AbbVie Clinches $54.8  ...,"[1, 0, 0]"
6041,City tells app to stop auctions of public parking spaces,"[1, 0, 0]"
6042,Microsoft Now Taking Right To Be Forgotten Requests On Bing,"[0, 0, 1]"
6043,Apple acquires Beats Music in $3 billion deal,"[0, 0, 1]"
6044,Jay Leno to receive 2014 Mark Twain Prize,"[0, 1, 0]"
6045,Apple Inc (AAPL) Apparently in Talks with Samsung to Settle Patent Disputes,"[0, 0, 1]"
6046,Kennedy weekend closures in effect until 5AM Monday,"[1, 0, 0]"
6047,"Chadron residents jailed in sexual assault, child abuse investigation","[0, 0, 1]"
6048,Facebook can ID all the music you listen to like Shazam,"[0, 0, 1]"
6049,Guardians Of The Galaxy: Rate And Discuss It With Spoilers,"[0, 1, 0]"
6050,Hertz Shares Jump On Report Equipment Spinoff Is Near,"[1, 0, 0]"
6051,Did 'Bachelorette' Andi Dorfman just Admit to Spending Night with Josh Murray  ...,"[0, 1, 0]"
6052,Workers rescued from collapsed Honduras mine,"[1, 0, 0]"
6053,WATCH: 'X-Men: Days of Future Past' star Hugh Jackman challenges WWE star  ...,"[0, 1, 0]"
6054,Goodbye Orbitz: American Airlines Stops Posting Fares On Travel Website,"[1, 0, 0]"
6055,Lorde owns Coachella,"[0, 1, 0]"
6056,Watch: Google's Self-Driving Cars Head to the City,"[0, 0, 1]"
6057,Dolce & Gabbana's guilty verdict for tax evasion held up in Italian court,"[0, 1, 0]"
6058,What is Golden Gate Capital and why is it eating Red Lobster for $2.1 billion?,"[1, 0, 0]"
6059,"Novartis, GSK, Lilly sign multibillion-dollar deals to trade business units","[1, 0, 0]"
6060,UPDATE 2-EU approves Telefonica's takeover of KPN German unit,"[1, 0, 0]"
6061,5 things to know about the Spanish league,"[1, 0, 0]"
6062,"'Grey's Anatomy' Season 10 Finale Spoilers, Preview: Ep 24 is Literally  ...","[0, 1, 0]"
6063,The Bachelorette 2014 Premiere Date: Andi Dorfman's First One-On-One Date  ...,"[0, 1, 0]"
6064,Gas prices freeze over the weekend,"[0, 0, 1]"
6065,"Samsung prepping Galaxy Tab 4 7.0, leaked image shows","[0, 0, 1]"
6066,"First look: Asus PadFone X ""phablet"" is fun but weighs a ton","[0, 0, 1]"
6067,"Verizon announces VoLTE, promises seamless video calling experience","[0, 0, 1]"
6068,Marvel & DC Are Firm on 'Captain America 3' & 'Man of Steel 2' Date,"[0, 1, 0]"
6069,Amazon expected to launch its first smartphone on June 18; likely to come with a  ...,"[0, 0, 1]"
6070,Mystery Billionaire Buys Record-Breaking $201 Million Life Insurance Policy,"[1, 0, 0]"
6071,Watch Brad Pitt Toss Beer to Matthew McConaughey,"[0, 1, 0]"
6072,"TELUS CEO Entwistle stepping down, transitioning to Executive Chair","[1, 0, 0]"
6073,"Google Q1 2014: $15.4B But Misses, Paid Clicks Up, CPCs Down","[1, 0, 0]"
6074,Jessica Simpson & Eric Johnson say 'I do' at California ranch,"[0, 1, 0]"
6075,UPDATE 1-Pfizer boss enters lion's den of UK politics to sell AstraZeneca deal,"[1, 0, 0]"
6076,Chicago pension fix in hands of state lawmakers,"[1, 0, 0]"
6077,Facebook outage worldwide,"[0, 0, 1]"
6078,New Google Maps feature lets you travel back in time,"[0, 0, 1]"
6079,Pharrell Williams to coach 'The Voice' Season 7,"[0, 1, 0]"
6080,"Clap along: Pharrell, UN team up to spread the joy on International Day of  ...","[0, 1, 0]"
6081,Midday Market Wrap: Did Yellen Just Call a Bubble?: StockTwits,"[1, 0, 0]"
6082,Stocks climb back from 3-day decline,"[1, 0, 0]"
6083,Kim Kardashian to Quit Keeping Up With The Kardashians?,"[0, 1, 0]"
6084,NY judge: Argentina's debt-swap plan to dodge repaying defaulted bonds  ...,"[1, 0, 0]"
6085,"Apple, IBM Join To Develop Apps, Sell IPhones - Update","[0, 0, 1]"
6086,Michael Lewis: Want Brad Pitt as 'Flash Boys' Star,"[1, 0, 0]"
6087,Google goes after Amazon with same-day delivery,"[1, 0, 0]"
6088,You're Going To Like The Way Men's Wearhouse Bought Jos. A. Bank,"[1, 0, 0]"
6089,Former BT CEO Peter Bonfield joins funding round for Silent Circle,"[0, 0, 1]"
6090,Kristen Stewart Fired From “Snow White and the Hunstman 2″ ?!,"[0, 1, 0]"
6091,"Option Clips: Citigroup Inc, McDonald's, and American Eagle Outfitters","[1, 0, 0]"
6092,Brazilian Real Falls as Yellen's Rate Outlook Spurs Dollar Rally,"[1, 0, 0]"
6093,"Twitter, Facebook sued for 'abusive' methods »","[0, 0, 1]"
6094,Ousted Thai PM indicted over rice scheme charges,"[1, 0, 0]"
6095,Respawn looking to increase Titanfall's 792p resolution on Xbox One post-launch,"[0, 0, 1]"
6096,Jessie J joins forces with Ariana Grande and Nicki Minaj on new song,"[0, 1, 0]"
6097,Millions stolen as Gameover Zeus virus infects 100000s of computers,"[0, 0, 1]"
6098,Suzuki recalls Kizashi vehicles,"[0, 0, 1]"
6099,THE BACHELOR THE THREE-HOUR LIVE SEASON FINALE,"[0, 1, 0]"
6100,Pharrell wins big at BET Awards,"[0, 1, 0]"
6101,Apple hiring of Tag Heuer executive points to iWatch launch,"[0, 0, 1]"
6102,James Brown biopic 'Get On Up' an honest look at Godfather of Soul,"[0, 1, 0]"
6103,"'Mad Men' Season 7, Episode 7: 'Waterloo'","[0, 1, 0]"
6104,BlackBerry fights back with cut-price Z3 smartphone,"[0, 0, 1]"
6105,Medtronic to buy Covidien for $43bn,"[1, 0, 0]"
6106,Shots Fired in the Battle for Breakfast,"[1, 0, 0]"
6107,Tesla's New Model 3 Electric Car Coming in 2017,"[0, 0, 1]"
6108,Graco Recalls 1.9 Million Infant Car Seats Due to Faulty Harness Buckle,"[0, 0, 1]"
6109,Heartbleed security flaw part of a much bigger problem,"[0, 0, 1]"
6110,Facebook allowed researchers to influence users' emotions in study,"[0, 0, 1]"
6111,"WWE Network Subscribers Announced, Stock Prices Fall","[0, 0, 1]"
6112,Breach takes toll on Target results,"[1, 0, 0]"
6113,Microsoft Starts Taking European Union 'Right to be Forgotten' Requests,"[0, 0, 1]"
6114,Charlie Sheen and Rihanna are in the midst of an epic pissing contest,"[0, 1, 0]"
6115,Wiz Khalifa Releases '28 Grams' Mixtape [LISTEN],"[0, 1, 0]"
6116,Twitter rolling out Facebook-like redesign to all users,"[0, 0, 1]"
6117,"US judge says Argentine debt payment illegal, should be returned","[1, 0, 0]"
6118,Southwest's International Flights Start Taking Off Today To Caribbean Destinations,"[1, 0, 0]"
6119,Heartbleed bug affects Internet security,"[0, 0, 1]"
6120,Google turns over less user data as government requests rise,"[0, 0, 1]"
6121,Why Mockingjay - Part 1 Could Be The Best Hunger Games Movie Yet,"[0, 1, 0]"
6122,Domestic-driven growth needed for emerging markets,"[1, 0, 0]"
6123,What is the most 'American-made' vehicle?,"[0, 0, 1]"
6124,Brad Pitt Flashes New Tattoo on Stomach During Matthew McConaughey Beer  ...,"[0, 1, 0]"
6125,"Kickstarter, Vine among winners at Webby Awards for Internet excellence","[0, 1, 0]"
6126,Nest Thermostat officially launches in the UK priced at £179,"[0, 0, 1]"
6127,You Won't Be Drinking Powdered Alcohol Anytime Soon,"[0, 1, 0]"
6128,"Home Depot, Staples, Salesforce.com are stocks to watch","[1, 0, 0]"
6129,The Mustang's 50th Birthday Party Continues,"[0, 0, 1]"
6130,NML Capital: 'Argentina has refused to negotiate',"[1, 0, 0]"
6131,Micros Systems Sets New 1-Year High Following Analyst Upgrade (MCRS),"[1, 0, 0]"
6132,Facebook's emotion manipulation study faces added scrutiny,"[0, 0, 1]"
6133,Red Carpet Rundown: Taylor Swift Dresses Up As Kendall Jenner For Academy  ...,"[0, 1, 0]"
6134,GM's Cobalts had defects from start,"[0, 0, 1]"
6135,Study: Millions in U.S. face debt collectors,"[1, 0, 0]"
6136,Google's Wearables SDK is coming in two weeks,"[0, 0, 1]"
6137,Talking movies and music with Depp,"[0, 1, 0]"
6138,'Transformers' unearths $100M box office debut,"[0, 1, 0]"
6139,"How the Aereo Decision Resembles Uber, Airbnb Regulatory Efforts","[0, 0, 1]"
6140,"Citigroup's stock is cheap, but should you buy it?","[1, 0, 0]"
6141,Late author Gabriel Garcia Marquez left unpublished manuscript - editor,"[0, 1, 0]"
6142,Facebook offers to share people's location,"[0, 0, 1]"
6143,Russia seals £237bn deal to sell gas to China,"[1, 0, 0]"
6144,US stock head lower for a third day straight,"[1, 0, 0]"
6145,Apple confirms $3bn Beats purchase,"[1, 0, 0]"
6146,UK MPs to grill Carney over forex supervision,"[1, 0, 0]"
6147,GM recalls 3.4M more troubled cars,"[1, 0, 0]"
6148,"Patent War Between Apple, Samsung 'Just Part of Business'","[0, 0, 1]"
6149,Toby Kebbell set to play Doctor Doom in...,"[0, 1, 0]"
6150,Coventry sailor assisting in the search for missing Malaysian Airlines flight MH370,"[1, 0, 0]"
6151,Shady deal,"[0, 0, 1]"
6152,More General Motors Recalls,"[1, 0, 0]"
6153,Close The Libraries And Buy Everyone An Amazon Kindle Unlimited Subscription,"[0, 0, 1]"
6154,"Amazon tries to top Google's $1B Twitch bid, report says","[0, 0, 1]"
6155,Google Nexus 6 Release Date Revived Anew Featuring 5.5-Inch Display Screen  ...,"[0, 0, 1]"
6156,Confidence: Becoming Harder to Find in This Economy?,"[1, 0, 0]"
6157,WhatsApp CEO: User privacy and private communication still top priorities amid  ...,"[0, 0, 1]"
6158,Fears of interest rate rise as inflation jump gives the City jitters,"[1, 0, 0]"
6159,Facebook turns negative; company acquiring fitness app,"[0, 0, 1]"
6160,"Americans riding public buses, trains, subways in record numbers","[1, 0, 0]"
6161,Colbert the Right Choice to Replace Letterman,"[0, 1, 0]"
6162,Top 5 announcements from Google I/O 2014,"[0, 0, 1]"
6163,Press Freedom Advocate Fears Net Neutrality Loss Will Threaten Media,"[0, 0, 1]"
6164,Russell Crowe on Noah controversy: 'It wasn't unexpected',"[0, 1, 0]"
6165,Hong Kong Box Office Climbs 11% in First Half of 2014,"[1, 0, 0]"
6166,Is Microsoft's Surface Pro 3 Tablet Right For You? It Is If You're One Of These  ...,"[0, 0, 1]"
6167,T-Mobile's CEO Is Ranting Against Amazon Because AT&T Got An Exclusive On  ...,"[0, 0, 1]"
6168,Wal-Mart sues Visa for $US5 billion over card fees,"[1, 0, 0]"
6169,Jobless claims at 4-month low,"[1, 0, 0]"
6170,Richman's new food show delayed after 'thinspiration' tiff,"[0, 1, 0]"
6171,"Songza, With Music Streams to Fit Your Mood, Acquired by Google","[0, 0, 1]"
6172,Eurovision 2014: Ukraine and Russia in music propaganda battle,"[0, 1, 0]"
6173,Google gives $150 apology to Chromebook owners deprived of Verizon data,"[0, 0, 1]"
6174,GOP Spokesperson Asked What Republicans Are Willing To Do To Close  ...,"[1, 0, 0]"
6175,Action games dominate at the 2014 E3 show,"[0, 0, 1]"
